Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Protocol 1,Protocol 2,Protocol 3,Protocol 4,Assay Name,Experimental Condition,Comment [Gene Identifier],Comment [Gene Symbol],Comment [Gene Annotation Comments],Comment [Image File Path],Comment [Image File Type],Channels
SMC4 2016-05-10 conc,cell0009_R0003.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160510_SMC4gfpz82z68_MitoSys2,Genome-edited cell,ENSG00000113810,SMC4,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160510_SMC4gfpz82z68_MitoSys2/cell0009_R0003/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
SMC4 2016-05-10 raw,cell0023_R0002.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160510_SMC4gfpz82z68_MitoSys2,Genome-edited cell,ENSG00000113810,SMC4,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160510_SMC4gfpz82z68_MitoSys2/cell0023_R0002/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
SMC4 2016-05-10 conc,cell0023_R0002.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160510_SMC4gfpz82z68_MitoSys2,Genome-edited cell,ENSG00000113810,SMC4,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160510_SMC4gfpz82z68_MitoSys2/cell0023_R0002/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-11 raw,cell0006_R0006.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160511_gfpNCAPHz9_MitoSys1,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160511_gfpNCAPHz9_MitoSys1/cell0006_R0006/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-11 conc,cell0006_R0006.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160511_gfpNCAPHz9_MitoSys1,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160511_gfpNCAPHz9_MitoSys1/cell0006_R0006/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-11 raw,cell0010_R0003.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160511_gfpNCAPHz9_MitoSys1,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160511_gfpNCAPHz9_MitoSys1/cell0010_R0003/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-11 conc,cell0010_R0003.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160511_gfpNCAPHz9_MitoSys1,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160511_gfpNCAPHz9_MitoSys1/cell0010_R0003/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-11 raw,cell0013_R0005.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160511_gfpNCAPHz9_MitoSys1,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160511_gfpNCAPHz9_MitoSys1/cell0013_R0005/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-11 conc,cell0013_R0005.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160511_gfpNCAPHz9_MitoSys1,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160511_gfpNCAPHz9_MitoSys1/cell0013_R0005/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-11 raw,cell0016_R0004.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160511_gfpNCAPHz9_MitoSys1,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160511_gfpNCAPHz9_MitoSys1/cell0016_R0004/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-11 conc,cell0016_R0004.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160511_gfpNCAPHz9_MitoSys1,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160511_gfpNCAPHz9_MitoSys1/cell0016_R0004/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-11 raw,cell0020_R0003.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160511_gfpNCAPHz9_MitoSys1,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160511_gfpNCAPHz9_MitoSys1/cell0020_R0003/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-11 conc,cell0020_R0003.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160511_gfpNCAPHz9_MitoSys1,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160511_gfpNCAPHz9_MitoSys1/cell0020_R0003/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-11 raw,cell0028_R0010.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160511_gfpNCAPHz9_MitoSys1,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160511_gfpNCAPHz9_MitoSys1/cell0028_R0010/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-11 conc,cell0028_R0010.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160511_gfpNCAPHz9_MitoSys1,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160511_gfpNCAPHz9_MitoSys1/cell0028_R0010/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-11 raw,cell0029_R0020.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160511_gfpNCAPHz9_MitoSys1,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160511_gfpNCAPHz9_MitoSys1/cell0029_R0020/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-11 conc,cell0029_R0020.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160511_gfpNCAPHz9_MitoSys1,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160511_gfpNCAPHz9_MitoSys1/cell0029_R0020/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-11 raw,cell0002_R0002.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160511_gfpNCAPHz9_MitoSys2,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160511_gfpNCAPHz9_MitoSys2/cell0002_R0002/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-11 conc,cell0002_R0002.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160511_gfpNCAPHz9_MitoSys2,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160511_gfpNCAPHz9_MitoSys2/cell0002_R0002/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-11 raw,cell0003_R0015.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160511_gfpNCAPHz9_MitoSys2,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160511_gfpNCAPHz9_MitoSys2/cell0003_R0015/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-11 conc,cell0003_R0015.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160511_gfpNCAPHz9_MitoSys2,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160511_gfpNCAPHz9_MitoSys2/cell0003_R0015/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-11 raw,cell0007_R0012.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160511_gfpNCAPHz9_MitoSys2,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160511_gfpNCAPHz9_MitoSys2/cell0007_R0012/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-11 conc,cell0007_R0012.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160511_gfpNCAPHz9_MitoSys2,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160511_gfpNCAPHz9_MitoSys2/cell0007_R0012/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-11 raw,cell0009_R0008.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160511_gfpNCAPHz9_MitoSys2,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160511_gfpNCAPHz9_MitoSys2/cell0009_R0008/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-11 conc,cell0009_R0008.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160511_gfpNCAPHz9_MitoSys2,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160511_gfpNCAPHz9_MitoSys2/cell0009_R0008/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-11 raw,cell0012_R0003.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160511_gfpNCAPHz9_MitoSys2,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160511_gfpNCAPHz9_MitoSys2/cell0012_R0003/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-11 conc,cell0012_R0003.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160511_gfpNCAPHz9_MitoSys2,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160511_gfpNCAPHz9_MitoSys2/cell0012_R0003/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-11 raw,cell0014_R0003.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160511_gfpNCAPHz9_MitoSys2,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160511_gfpNCAPHz9_MitoSys2/cell0014_R0003/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-11 conc,cell0014_R0003.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160511_gfpNCAPHz9_MitoSys2,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160511_gfpNCAPHz9_MitoSys2/cell0014_R0003/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-11 raw,cell0015_R0003.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160511_gfpNCAPHz9_MitoSys2,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160511_gfpNCAPHz9_MitoSys2/cell0015_R0003/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-11 conc,cell0015_R0003.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160511_gfpNCAPHz9_MitoSys2,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160511_gfpNCAPHz9_MitoSys2/cell0015_R0003/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-11 raw,cell0017_R0004.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160511_gfpNCAPHz9_MitoSys2,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160511_gfpNCAPHz9_MitoSys2/cell0017_R0004/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-11 conc,cell0017_R0004.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160511_gfpNCAPHz9_MitoSys2,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160511_gfpNCAPHz9_MitoSys2/cell0017_R0004/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-11 raw,cell0021_R0001.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160511_gfpNCAPHz9_MitoSys2,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160511_gfpNCAPHz9_MitoSys2/cell0021_R0001/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-11 conc,cell0021_R0001.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160511_gfpNCAPHz9_MitoSys2,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160511_gfpNCAPHz9_MitoSys2/cell0021_R0001/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-11 raw,cell0024_R0009.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160511_gfpNCAPHz9_MitoSys2,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160511_gfpNCAPHz9_MitoSys2/cell0024_R0009/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-11 conc,cell0024_R0009.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160511_gfpNCAPHz9_MitoSys2,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160511_gfpNCAPHz9_MitoSys2/cell0024_R0009/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-11 raw,cell0028_R0013.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160511_gfpNCAPHz9_MitoSys2,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160511_gfpNCAPHz9_MitoSys2/cell0028_R0013/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-11 conc,cell0028_R0013.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160511_gfpNCAPHz9_MitoSys2,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160511_gfpNCAPHz9_MitoSys2/cell0028_R0013/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-13 raw,cell0005_R0010.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160513_gfpNCAPHz9_MitoSys1,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160513_gfpNCAPHz9_MitoSys1/cell0005_R0010/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-13 conc,cell0005_R0010.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160513_gfpNCAPHz9_MitoSys1,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160513_gfpNCAPHz9_MitoSys1/cell0005_R0010/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-13 raw,cell0010_R0009.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160513_gfpNCAPHz9_MitoSys1,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160513_gfpNCAPHz9_MitoSys1/cell0010_R0009/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-13 conc,cell0010_R0009.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160513_gfpNCAPHz9_MitoSys1,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160513_gfpNCAPHz9_MitoSys1/cell0010_R0009/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-13 raw,cell0015_R0011.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160513_gfpNCAPHz9_MitoSys1,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160513_gfpNCAPHz9_MitoSys1/cell0015_R0011/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-13 conc,cell0015_R0011.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160513_gfpNCAPHz9_MitoSys1,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160513_gfpNCAPHz9_MitoSys1/cell0015_R0011/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-13 raw,cell0019_R0009.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160513_gfpNCAPHz9_MitoSys1,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160513_gfpNCAPHz9_MitoSys1/cell0019_R0009/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-13 conc,cell0019_R0009.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160513_gfpNCAPHz9_MitoSys1,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160513_gfpNCAPHz9_MitoSys1/cell0019_R0009/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-05-13 raw,cell0021_R0008.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160513_gfpNCAPHz9_MitoSys1,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160513_gfpNCAPHz9_MitoSys1/cell0021_R0008/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
